id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,18000,18000,18000, 36 months,15.02,624.16,C,C3,Special Inspector,4 years,RENT,58000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,980xx,WA,27.11,0,Sep-1999,3,,,15,0,26774,69.5,20,w,17197.29,17197.29,1225.79,1225.79,802.71,423.08,0.0,0.0,0.0,Feb-2019,624.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,28756,2,1,0,0,30,1982,12,2,5,6246,53,38500,0,2,3,5,1917,1726,91.1,0,0,66,231,2,2,0,2,,2,,0,6,10,7,8,3,14,17,10,15,0,0,0,2,100,85.7,0,0,54500,28756,19500,16000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 36 months,7.56,498.15,A,A3,registered nurse,10+ years,MORTGAGE,79000,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,433xx,OH,23.64,0,Aug-2006,0,,,16,0,10129,17.6,25,w,15202.80,15202.80,986.22,986.22,797.20,189.02,0.0,0.0,0.0,Feb-2019,498.15,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,197193,0,2,1,1,11,44483,74,2,4,1885,46,57400,0,10,0,5,12325,24579,10,0,0,148,137,11,11,4,11,,,,0,2,6,5,5,8,12,13,6,16,0,0,0,3,100,0,0,0,281100,54612,27300,60200,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 60 months,16.14,243.93,C,C4,Director,10+ years,RENT,173500,Source Verified,Dec-2018,Current,n,,,other,Other,906xx,CA,7.23,0,Jan-1998,0,55,,14,0,5859,13.2,26,f,807.85,807.85,9374.41,9374.41,9192.15,182.26,0.0,0.0,0.0,Feb-2019,243.93,Mar-2019,Feb-2019,0,55,1,Individual,,,,0,0,63161,0,2,1,1,10,57302,88,0,1,1014,45,44300,1,1,2,2,4512,22736,4.5,0,0,207,251,17,10,3,29,,10,,2,2,4,5,8,7,11,15,4,14,0,0,0,1,96,0,0,0,131078,63161,23800,85313,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16500,16500,16500, 60 months,11.8,365.37,B,B4,Operations Manager ,8 years,RENT,50000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,752xx,TX,11.64,0,May-2007,0,,,6,0,8818,25.9,14,w,16091.76,16091.76,714.52,714.52,408.24,306.28,0.0,0.0,0.0,Feb-2019,365.37,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,15542,0,1,0,1,14,6724,67,0,1,5358,35,34000,1,0,0,2,2590,21582,29,0,0,134,139,20,14,0,20,,14,,0,3,3,3,5,3,5,11,3,6,0,0,0,0,100,0,0,0,44000,15542,30400,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,7.56,373.61,A,A3,Air Traffic Controller,10+ years,MORTGAGE,94992,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,863xx,AZ,14.74,0,Aug-2008,1,,,5,0,4086,17.0,14,w,11402.10,11402.10,739.66,739.66,597.90,141.76,0.0,0.0,0.0,Feb-2019,373.61,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,225033,1,2,1,2,3,49955,98,0,0,0,54,24000,0,2,2,3,45007,,,0,0,123,124,58,3,3,,,0,,0,0,1,0,1,4,2,7,1,5,0,0,0,2,100,,0,0,264744,54041,0,62244,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,19.92,556.85,D,D3,RRT,10+ years,MORTGAGE,82038,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,335xx,FL,27.63,0,Aug-2007,1,40,,14,0,27368,67.2,42,f,14379.19,14379.19,1088.8,1088.80,620.81,467.99,0.0,0.0,0.0,Feb-2019,556.85,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,328543,1,4,2,3,5,124812,93,1,3,9852,84,40700,1,0,5,8,23467,4632,85.5,0,0,136,107,8,5,2,8,,4,,0,4,4,4,6,28,9,12,4,14,0,0,0,3,97.6,75,0,0,351424,152180,32000,128360,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,11.8,264.96,B,B4,Senior analyst,3 years,RENT,53188,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,786xx,TX,13.67,0,Nov-1995,1,74,,6,0,7512,17.6,18,w,7625.58,7625.58,522.05,522.05,374.42,147.63,0.0,0.0,0.0,Feb-2019,264.96,Mar-2019,Feb-2019,0,74,1,Individual,,,,0,0,14528,2,2,1,3,3,7016,70,1,2,7274,28,42800,0,0,3,5,2421,35007,17.2,0,0,87,277,5,3,0,15,74,3,74,5,2,3,3,8,6,4,11,3,6,0,0,0,2,72.2,0,0,0,52800,14528,42300,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12500,12500,12500, 60 months,17.97,317.22,D,D1,Police Officer,1 year,RENT,68000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,067xx,CT,15.65,0,Dec-2006,2,39,,8,0,8992,41.8,19,w,12237.99,12237.99,615.72,615.72,262.01,353.71,0.0,0.0,0.0,Feb-2019,317.22,Mar-2019,Feb-2019,0,39,1,Individual,,,,0,0,20775,1,1,0,1,17,11783,64,1,3,3076,52,21500,1,0,3,4,2597,3542,58.3,0,0,126,144,2,2,0,27,,0,,1,3,5,3,6,5,7,14,5,8,0,0,0,1,94.7,33.3,0,0,39900,20775,8500,18400,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,12.98,341.15,B,B5,Enrollment Coordinator,6 years,RENT,61000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,16.21,0,Oct-2005,0,,88,13,1,13871,48.5,21,w,14640.26,14640.26,666.08,666.08,359.74,306.34,0.0,0.0,0.0,Feb-2019,341.15,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,121109,0,3,1,2,8,107238,88,1,2,5590,65,28600,1,0,0,4,9316,9129,60.3,0,0,99,158,11,8,0,31,,13,,0,5,5,5,8,5,10,16,5,13,0,0,0,2,100,20,1,0,128526,121109,23000,99926,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,8.81,475.68,A,A5,Sales Consultant,5 years,RENT,60000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,9.02,1,May-2008,0,5,,26,0,9846,11.4,41,w,14266.21,14266.21,940.35,940.35,733.79,206.56,0.0,0.0,0.0,Feb-2019,475.68,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,9846,2,0,0,0,49,0,,3,5,3022,11,86600,0,0,0,6,379,65802,12.8,0,0,117,127,3,3,0,3,5,,5,0,9,12,19,23,4,26,36,12,26,0,0,0,3,95,0,0,0,86600,9846,75500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,7.02,463.3,A,A2,Arbitration supervisor ,3 years,OWN,125000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,125xx,NY,13.31,0,Oct-2000,2,,,13,0,8682,7.4,28,w,14624.44,14624.44,475.0,475.00,375.56,99.44,0.0,0.0,0.0,Feb-2019,483.78,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,52695,3,2,1,2,6,44013,83,3,4,2700,31,117300,1,4,5,6,4053,101587,7.3,0,0,181,218,1,1,2,1,,1,,0,4,5,8,10,7,11,19,5,13,0,0,0,4,100,0,0,0,170306,52695,109600,53006,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,11.8,264.96,B,B4,Manager ,2 years,RENT,22000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,853xx,AZ,16.26,0,Nov-2014,0,,,8,0,5816,23.2,8,w,7525.58,7525.58,622.05,622.05,474.42,147.63,0.0,0.0,0.0,Feb-2019,364.96,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,11102,1,1,0,0,32,5286,50,2,5,3416,31,25100,1,1,0,5,1388,18684,23.7,0,0,32,49,3,3,0,3,,18,,0,2,2,6,6,1,7,7,2,8,0,0,0,2,100,33.3,0,0,35648,11102,24500,10548,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 36 months,11.8,827.98,B,B4,,< 1 year,RENT,160000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,028xx,RI,5.51,0,Nov-2003,1,78,,15,0,23284,60.8,24,w,23829.98,23829.98,1631.38,1631.38,1170.02,461.36,0.0,0.0,0.0,Feb-2019,827.98,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,277615,2,4,0,0,81,251056,152,2,2,7270,78,38300,0,0,1,2,18508,11516,66.9,0,0,136,181,1,1,0,1,78,1,78,0,7,7,8,12,9,10,14,7,15,0,0,0,2,95.8,50,0,0,220272,277615,34800,166982,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,8.19,188.55,A,A4,Teacher,10+ years,MORTGAGE,69000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,275xx,NC,25.77,0,Jul-2007,0,59,,25,0,3147,3.3,30,w,5703.79,5703.79,373.0,373.00,296.21,76.79,0.0,0.0,0.0,Feb-2019,188.55,Mar-2019,Feb-2019,0,,1,Individual,,,,0,139,196507,1,5,2,3,8,49142,77,3,7,622,33,96800,3,1,1,10,7860,57619,1.7,0,0,137,65,3,3,1,3,,8,,0,5,10,8,8,9,18,19,10,25,0,0,0,5,96.7,0,0,0,311803,52289,58600,63908,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,8.19,377.09,A,A4,sales Representative ,4 years,MORTGAGE,60000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,564xx,MN,23.48,0,Jun-2007,0,27,,18,0,12122,52.9,29,w,11407.61,11407.61,745.99,745.99,592.39,153.60,0.0,0.0,0.0,Feb-2019,377.09,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,137780,0,10,0,0,37,13561,23,0,0,4497,32,22900,0,1,0,0,7654,4294,69.8,0,0,111,138,42,37,2,54,27,,27,0,4,6,4,4,17,7,10,6,18,0,0,0,0,93.1,50,0,0,204260,25683,14200,58625,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,11.8,885.75,B,B4,,n/a,RENT,223000,Not Verified,Dec-2018,Current,n,,,other,Other,864xx,AZ,2.36,0,Jul-2009,0,,,5,0,3653,40.1,8,w,39010.32,39010.32,1732.17,1732.17,989.68,742.49,0.0,0.0,0.0,Feb-2019,885.75,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,5909,0,1,0,0,30,2256,25,0,0,2588,33,9100,0,0,1,0,1182,3347,52.2,0,0,113,102,35,30,0,35,,1,,0,3,3,3,4,2,4,6,3,5,0,0,0,0,100,0,0,0,18100,5909,7000,9000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9000,9000,9000, 36 months,12.98,303.16,B,B5,dealer,3 years,RENT,48000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,891xx,NV,19.63,0,Nov-2003,1,,,10,0,9247,17.4,14,w,8586.15,8586.15,596.58,596.58,413.85,182.73,0.0,0.0,0.0,Feb-2019,303.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,25388,3,1,1,1,4,16141,95,2,5,4471,36,53100,1,0,1,6,2821,34653,21.1,0,0,134,181,5,4,0,5,,4,,0,4,4,6,8,2,9,12,4,10,0,0,0,3,100,0,0,0,70100,25388,43900,17000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 36 months,12.98,471.59,B,B5,IT Manager,6 years,RENT,70000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,463xx,IN,19.29,0,Jul-2001,1,,,17,0,21734,55.3,34,w,13356.22,13356.22,928.04,928.04,643.78,284.26,0.0,0.0,0.0,Feb-2019,471.59,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,92384,2,4,1,1,2,70650,49,1,1,5754,53,39300,0,1,1,2,6159,6703,72.4,0,0,164,209,0,0,0,51,,0,,0,6,9,7,7,19,13,15,9,17,0,0,0,2,100,66.7,0,0,128754,92384,24300,89454,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,10.72,324.05,B,B2,COO,4 years,MORTGAGE,120000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,018xx,MA,14.95,0,Oct-1998,0,,,14,0,4616,2.4,40,w,14618.20,14618.20,634.7,634.70,381.80,252.90,0.0,0.0,0.0,Feb-2019,324.05,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,288148,2,3,1,5,1,66381,85,4,7,2423,18,190200,2,2,1,12,20582,185084,2.4,0,0,242,227,2,1,1,2,,9,,0,5,5,9,16,18,10,21,5,14,0,0,0,5,100,0,0,0,501944,70997,189700,79744,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9500,9500,9500, 36 months,8.81,301.26,A,A5,,< 1 year,RENT,45000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,948xx,CA,34.61,0,Nov-2008,0,,,25,0,19288,21.1,36,f,9035.27,9035.27,595.55,595.55,464.73,130.82,0.0,0.0,0.0,Feb-2019,301.26,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,135225,2,18,1,3,4,115937,73,1,2,9769,54,91300,0,4,0,5,5409,57012,25.3,0,0,121,107,4,4,0,28,,,,0,3,3,4,4,27,7,9,3,25,0,0,0,2,100,25,0,0,250178,135225,76300,158878,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7500,7500,7500, 36 months,19.92,278.43,D,D3,Clinician ,2 years,RENT,60000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,100xx,NY,8,0,May-2014,2,,,11,0,3764,10.3,13,w,7189.58,7189.58,544.41,544.41,310.42,233.99,0.0,0.0,0.0,Feb-2019,278.43,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,55795,2,2,1,1,3,52031,98,1,4,3756,19,36600,1,0,2,5,5072,26936,12.3,0,0,52,55,0,0,0,0,,0,,0,2,2,6,6,4,9,9,2,11,0,0,0,2,100,0,0,0,84326,55795,30700,47726,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,7.56,155.67,A,A3,Client Service Rep,10+ years,MORTGAGE,36000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,481xx,MI,18.83,0,Aug-1996,0,,,10,0,5389,20.7,20,w,4750.88,4750.88,308.19,308.19,249.12,59.07,0.0,0.0,0.0,Feb-2019,155.67,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,190002,1,2,1,1,11,9167,57,1,1,3109,35,26000,1,6,1,2,19000,10391,23,0,0,145,268,1,1,1,30,,11,,0,1,4,3,5,6,7,13,4,10,0,0,0,2,100,0,0,0,230977,14556,13500,16000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,8.81,158.56,A,A5,loan funding officer,3 years,MORTGAGE,47000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,919xx,CA,21.17,0,May-1984,1,,85,18,1,14775,33.4,37,w,4755.40,4755.40,313.45,313.45,244.60,68.85,0.0,0.0,0.0,Feb-2019,158.56,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,280061,4,7,4,5,1,19961,77,2,4,8580,50,44200,4,3,3,10,15559,15327,37.4,0,0,139,415,3,1,1,6,,3,,0,2,5,3,6,13,10,23,5,18,0,0,0,6,100,33.3,1,0,320055,34736,24500,25855,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4400,4400,4400, 36 months,12.98,148.22,B,B5,Detailer,1 year,RENT,45000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,751xx,TX,12.85,0,Jun-2015,1,,,6,0,8016,37.5,7,w,4197.66,4197.66,282.38,282.38,202.34,80.04,0.0,0.0,0.0,Feb-2019,138.92,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,15485,2,1,0,0,29,7469,62,3,5,4015,46,21400,0,0,6,5,2581,1285,75.8,0,0,29,42,5,5,0,42,,6,,0,1,4,1,1,1,5,6,4,6,0,0,0,3,100,100,0,0,33440,15485,5300,12040,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,16.14,211.36,C,C4,Assist  teacher,10+ years,RENT,50000,Not Verified,Dec-2018,Current,n,,,car,Car financing,104xx,NY,23.28,0,Apr-2013,0,,101,4,1,7242,87.3,8,w,5736.92,5736.92,414.65,414.65,263.08,151.57,0.0,0.0,0.0,Feb-2019,211.36,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,23158,0,2,0,1,14,15916,51,1,1,579,58,8300,0,0,1,2,5790,421,57.9,0,0,53,68,11,11,0,11,,11,,0,1,2,1,3,3,2,5,2,4,0,0,0,1,100,0,1,0,39717,23158,1000,31417,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,19000,19000,19000, 36 months,6.46,581.99,A,A1,Platoon Sergeant,10+ years,MORTGAGE,80000,Not Verified,Dec-2018,Current,n,,,other,Other,314xx,GA,17.79,0,Apr-2009,0,,,6,0,19727,40.3,11,w,18520.29,18520.29,578.58,578.58,479.71,98.87,0.0,0.0,0.0,Feb-2019,588.81,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,252048,2,2,0,1,22,13916,30,0,1,18051,36,49000,3,1,3,4,42008,23273,45.9,0,0,116,89,17,5,2,41,,6,,0,2,2,2,3,5,3,4,2,6,0,0,0,2,100,0,0,0,314378,33643,43000,45756,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21600,21600,21600, 60 months,10.72,466.63,B,B2,Business Process Owner - HR,10+ years,MORTGAGE,106000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,530xx,WI,14.2,0,Jul-1996,0,64,,16,0,13963,18.8,33,w,21050.22,21050.22,913.96,913.96,549.78,364.18,0.0,0.0,0.0,Feb-2019,466.63,Mar-2019,Feb-2019,0,67,1,Individual,,,,0,0,463013,2,4,1,3,5,56469,73,1,7,4724,38,74300,0,3,3,11,28938,56339,18.7,0,0,253,269,9,3,2,13,64,4,64,2,5,6,8,16,12,10,19,6,16,0,0,0,3,90.9,0,0,0,556901,70432,69300,76378,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000, 60 months,8.19,651.76,A,A4,,< 1 year,MORTGAGE,50000,Not Verified,Dec-2018,Current,n,,,small_business,Business,731xx,OK,12.77,0,Nov-1997,0,,,5,0,3267,7.7,17,w,31130.32,31130.32,1230.72,1230.72,869.68,361.04,0.0,0.0,0.0,Feb-2019,651.76,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,94230,0,1,0,0,40,9198,43,0,0,3267,20,42400,0,0,0,0,18846,39133,7.7,0,0,151,253,69,40,3,134,,,,0,1,1,3,4,6,3,8,1,5,0,0,0,0,100,0,0,0,151600,12465,42400,21325,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,11.8,885.75,B,B4,Customer support ,10+ years,MORTGAGE,86200,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,770xx,TX,15.72,0,May-2005,1,33,,19,0,7350,15.0,30,w,39010.32,39010.32,1732.17,1732.17,989.68,742.49,0.0,0.0,0.0,Feb-2019,885.75,Mar-2019,Feb-2019,0,33,1,Individual,,,,0,0,167993,2,1,0,2,17,15626,63,2,9,4711,31,49000,1,7,1,11,8842,36850,16.6,0,0,90,127,4,4,1,4,,1,,3,7,7,14,17,9,17,20,7,19,0,0,0,2,92.9,7.1,0,0,181688,22976,44200,25000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,7.56,311.34,A,A3,Director,5 years,MORTGAGE,125000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,201xx,VA,8.84,0,Sep-2000,0,,,7,0,14415,50.4,18,w,9501.76,9501.76,616.38,616.38,498.24,118.14,0.0,0.0,0.0,Feb-2019,311.34,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,505038,1,2,1,1,2,16537,82,1,1,12667,64,28600,0,0,0,4,72148,12185,54.2,0,0,127,219,12,2,5,70,,15,,0,3,3,3,8,3,4,10,3,7,0,0,0,4,100,33.3,0,0,529841,30952,26600,20117,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000, 36 months,8.81,348.83,A,A5,private client banker,3 years,RENT,75000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,11.97,0,Feb-2006,3,,,32,0,8429,6.6,37,w,10731.92,10731.92,343.45,343.45,268.08,75.37,0.0,0.0,0.0,Feb-2019,351.53,Mar-2019,Dec-2018,0,,1,Individual,,,,0,0,16116,6,1,1,2,6,7687,90,6,19,4053,12,127700,2,0,3,21,520,34607,15,0,0,31,154,3,3,0,3,,2,,0,6,15,8,8,3,31,34,15,32,0,0,0,7,100,0,0,0,136200,16116,40700,8500,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,5975, 36 months,12.98,202.11,B,B5,cook,1 year,RENT,29159,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,802xx,CO,9.26,0,Oct-2013,1,,,10,0,3523,9.8,10,f,5724.10,5700.25,397.73,396.07,275.90,121.83,0.0,0.0,0.0,Feb-2019,202.11,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,3523,3,0,0,0,,0,,4,8,1882,10,35900,0,0,2,8,352,24219,11.6,0,0,,62,4,4,0,4,,4,,0,5,7,7,7,0,10,10,7,10,0,0,0,4,100,0,0,0,35900,3523,27400,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,7.56,467.01,A,A3,Software Engineer,< 1 year,MORTGAGE,148000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,145xx,NY,9.58,0,Nov-2005,0,,,16,0,15860,41.5,28,w,14018.07,14018.07,1157.57,1157.57,981.93,175.64,0.0,0.0,0.0,Feb-2019,467.01,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,168877,0,8,0,2,24,36420,70,2,3,7871,58,38200,1,0,1,5,10555,18147,46.6,0,0,157,153,8,8,1,8,,12,,0,3,4,5,6,18,7,9,4,16,0,0,0,2,100,40,0,0,219677,52280,34000,51868,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,11.8,332.16,B,B4,Inspector,10+ years,RENT,35000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,140xx,NY,7.96,0,Dec-2006,0,,,3,0,205,1.7,10,w,14628.86,14628.86,649.57,649.57,371.14,278.43,0.0,0.0,0.0,Feb-2019,332.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,8914,0,1,1,1,10,8709,87,0,0,205,40,12300,1,0,1,1,2971,11095,1.8,0,0,10,144,40,10,0,64,,10,,0,1,1,1,6,1,2,9,1,3,0,0,0,1,100,0,0,0,22300,8914,11300,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,11.8,165.6,B,B4,,n/a,RENT,30000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,982xx,WA,9.48,0,Aug-1986,0,71,,12,0,5531,41.0,20,w,4883.56,4883.56,167.24,167.24,116.44,50.80,0.0,0.0,0.0,Feb-2019,172.16,Mar-2019,Feb-2019,0,71,1,Individual,,,,0,14225,5531,0,0,0,0,,0,,0,4,1713,41,13500,0,0,0,4,553,289,88.4,0,0,,388,14,14,0,29,71,22,71,3,2,6,4,7,0,12,20,6,12,0,0,0,0,85,100,0,0,13500,5531,2500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
